"No.","Time","Source","Destination","Protocol","Length","Info"
"2699","42.560071","172.27.68.210","142.250.183.132","QUIC","121","Handshake, DCID=fd03bdc83275bdeb"
"2700","42.560251","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2701","42.560988","172.27.68.210","142.250.183.132","QUIC","1288","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2702","42.561085","172.27.68.210","142.250.183.132","QUIC","1174","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2703","42.561349","172.27.68.210","142.250.183.132","QUIC","333","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2704","42.567818","172.27.68.127","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2705","42.567818","fe80::3c60:f4de:a718:9851","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2706","42.590149","142.250.183.132","172.27.68.210","QUIC","162","Protected Payload (KP0)"
"2707","42.590149","142.250.183.132","172.27.68.210","QUIC","67","Protected Payload (KP0)"
"2708","42.590149","142.250.183.132","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"2709","42.590792","172.27.68.210","142.250.183.132","QUIC","73","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2710","42.590910","142.250.183.132","172.27.68.210","QUIC","71","Protected Payload (KP0)"
"2711","42.596518","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"2712","42.599208","fe80::3c60:f4de:a718:9851","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2713","42.599208","172.27.69.173","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"2714","42.599208","fe80::3c60:f4de:a718:9851","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2715","42.600281","fe80::3c60:f4de:a718:9851","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2716","42.600281","172.27.69.173","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"2717","42.602510","172.27.69.173","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-H8SNLNIN.local, ""QM"" question"
"2718","42.603234","fe80::3c60:f4de:a718:9851","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-H8SNLNIN.local, ""QM"" question"
"2719","42.603894","fe80::3c60:f4de:a718:9851","ff02::1:3","LLMNR","95","Standard query 0xff1e ANY LAPTOP-H8SNLNIN"
"2720","42.603894","172.27.69.173","224.0.0.252","LLMNR","75","Standard query 0xff1e ANY LAPTOP-H8SNLNIN"
"2721","42.603894","fe80::3c60:f4de:a718:9851","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::3c60:f4de:a718:9851 A 172.27.69.173"
"2722","42.604603","172.27.69.173","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-H8SNLNIN.local, ""QM"" question"
"2723","42.604603","fe80::3c60:f4de:a718:9851","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-H8SNLNIN.local, ""QM"" question"
"2724","42.605516","fe80::3c60:f4de:a718:9851","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::3c60:f4de:a718:9851 A 172.27.69.173"
"2725","42.605516","172.27.69.173","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::3c60:f4de:a718:9851 A 172.27.69.173"
"2726","42.606305","172.27.69.173","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::3c60:f4de:a718:9851 A 172.27.69.173"
"2727","42.631804","172.27.68.210","142.250.183.132","QUIC","74","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2728","42.659925","142.250.183.132","172.27.68.210","QUIC","64","Protected Payload (KP0)"
"2729","42.660406","172.27.68.210","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2730","42.661986","142.250.183.132","172.27.68.210","QUIC","922","Protected Payload (KP0)"
"2731","42.662598","172.27.68.210","142.250.183.132","QUIC","79","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2732","42.662943","142.250.183.132","172.27.68.210","QUIC","63","Protected Payload (KP0)"
"2733","42.663193","172.27.68.210","142.250.183.132","QUIC","75","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2734","42.663590","142.250.183.132","172.27.68.210","QUIC","246","Protected Payload (KP0)"
"2735","42.663590","142.250.183.132","172.27.68.210","QUIC","63","Protected Payload (KP0)"
"2736","42.664501","172.27.68.210","142.250.183.132","QUIC","79","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2737","42.668028","35.155.221.36","172.27.68.210","TCP","60","443  >  33789 [ACK] Seq=5808 Ack=2532 Win=31744 Len=0"
"2738","42.668028","35.155.221.36","172.27.68.210","TCP","60","443  >  33789 [ACK] Seq=5808 Ack=3582 Win=49664 Len=0"
"2739","42.669525","35.155.221.36","172.27.68.210","TLSv1.2","184","Application Data"
"2740","42.689241","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"2741","42.694521","172.27.68.210","142.250.183.132","QUIC","76","Protected Payload (KP0), DCID=fd03bdc83275bdeb"
"2742","42.695885","142.250.183.132","172.27.68.210","QUIC","65","Protected Payload (KP0)"
"2743","42.702941","172.27.69.173","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"2744","42.702941","fe80::3c60:f4de:a718:9851","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2745","42.709630","172.27.68.210","35.155.221.36","TCP","54","33789  >  443 [ACK] Seq=3582 Ack=5938 Win=262656 Len=0"
"2746","42.712574","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.70.129? Tell 172.27.68.1"
"2747","42.820090","172.27.68.210","20.212.88.117","TCP","55","19734  >  443 [ACK] Seq=1 Ack=1 Win=1027 Len=1 [TCP segment of a reassembled PDU]"
"2748","42.888678","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"2749","42.892781","fe80::1","ff02::1:ff9e:a88e","ICMPv6","86","Neighbor Solicitation for fe80::4ced:7938:9e9e:a88e from e8:cc:18:c4:a7:ec"
"2750","42.902241","20.212.88.117","172.27.68.210","TCP","66","443  >  19734 [ACK] Seq=1 Ack=2 Win=251 Len=0 SLE=1 SRE=2"
"2751","42.969226","172.27.68.210","142.251.42.46","UDP","450","49385  >  443 Len=408"
"2752","42.988016","172.27.71.57","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"2753","43.004892","142.251.42.46","172.27.68.210","UDP","74","443  >  49385 Len=32"
"2754","43.022660","172.27.70.3","224.0.0.251","MDNS","352","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.24.0.135-LAPTOP-F9OMQLMC.2b1c7a5a-7930-40a4-a8ba-af42aa008a75._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-F9OMQLMC.local PTR, cache flush LAPTOP-F9OMQLMC.local A, cache flush 172.27.70.3 NSEC, cache flush 3.24.0.135-LAPTOP-F9OMQLMC.2b1c7a5a-7930-40a4-a8ba-af42aa008a75._nvstream_dbd._tcp.local NSEC, cache flush 3.70.27.172.in-addr.arpa NSEC, cache flush LAPTOP-F9OMQLMC.local"
"2755","43.024947","172.27.68.210","142.251.42.46","UDP","75","49385  >  443 Len=33"
"2756","43.051198","142.251.42.46","172.27.68.210","UDP","68","443  >  49385 Len=26"
"2757","43.051696","172.27.68.210","142.251.42.46","UDP","76","49385  >  443 Len=34"
"2758","43.063236","fe80::233e:22e3:d247:53db","ff02::1:2","DHCPv6","155","Solicit XID: 0xb94be4 CID: 000100012c7a3c14cc6b1e0aa4f7 "
"2759","43.071391","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"2760","43.085932","172.27.71.116","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"2761","43.198464","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"2762","43.223811","172.27.68.210","216.239.34.10","ICMP","74","Echo (ping) request  id=0x0200, seq=4/1024, ttl=252 (no response found!)"
"2763","43.223894","172.27.68.210","216.239.38.10","ICMP","74","Echo (ping) request  id=0x0200, seq=0/0, ttl=252 (no response found!)"
"2764","43.249019","142.251.42.46","172.27.68.210","UDP","1134","443  >  49385 Len=1092"
"2765","43.249693","172.27.68.210","142.251.42.46","UDP","83","49385  >  443 Len=41"
"2766","43.250043","142.251.42.46","172.27.68.210","UDP","78","443  >  49385 Len=36"
"2767","43.250406","172.27.68.210","142.251.42.46","UDP","76","49385  >  443 Len=34"
"2768","43.250781","142.251.42.46","172.27.68.210","UDP","184","443  >  49385 Len=142"
"2769","43.251749","172.27.68.210","142.251.42.46","UDP","76","49385  >  443 Len=34"
"2770","43.282991","142.251.42.46","172.27.68.210","UDP","68","443  >  49385 Len=26"
"2771","43.294754","172.27.68.210","35.155.221.36","TLSv1.2","156","Application Data"
"2772","43.294865","172.27.68.210","35.155.221.36","TLSv1.2","726","Application Data"
"2773","43.315200","fe80::1e61:b4ff:febd:928f","ff02::2","ICMPv6","70","Router Solicitation from 1c:61:b4:bd:92:8f"
"2774","43.390936","172.27.69.103","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2775","43.400046","172.27.68.210","216.239.38.10","ICMP","74","Echo (ping) request  id=0x0200, seq=1/256, ttl=252 (no response found!)"
"2776","43.406136","172.27.69.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2777","43.481981","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"2778","43.556559","Cisco_f6:49:1a","PVST+","STP","64","Conf. Root = 32768/71/68:bc:0c:d9:3c:00  Cost = 4  Port = 0x801a"
"2779","43.572404","172.27.68.127","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2780","43.598886","172.27.68.210","216.239.38.10","ICMP","74","Echo (ping) request  id=0x0200, seq=2/512, ttl=252 (no response found!)"
"2781","43.601936","35.155.221.36","172.27.68.210","TCP","60","443  >  33787 [ACK] Seq=5938 Ack=3661 Win=50688 Len=0"
"2782","43.603088","35.155.221.36","172.27.68.210","TLSv1.2","184","Application Data"
"2783","43.607500","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"2784","43.650571","172.27.68.210","35.155.221.36","TCP","54","33787  >  443 [ACK] Seq=3661 Ack=6068 Win=262656 Len=0"
"2785","43.689061","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"2786","43.705263","172.27.68.210","216.239.38.10","ICMP","74","Echo (ping) request  id=0x0200, seq=3/768, ttl=252 (no response found!)"
"2787","43.801163","172.27.68.210","216.239.38.10","ICMP","74","Echo (ping) request  id=0x0200, seq=4/1024, ttl=252 (no response found!)"
"2788","43.847585","172.27.69.95","255.255.255.255","DHCP","348","DHCP Request  - Transaction ID 0xbfa4507"
"2789","43.887507","172.27.69.156","224.2.2.2","UDP","72","61642  >  8995 Len=30"
"2790","43.893039","fe80::1","ff02::1:ff9e:a88e","ICMPv6","86","Neighbor Solicitation for fe80::4ced:7938:9e9e:a88e from e8:cc:18:c4:a7:ec"
"2791","43.908019","172.27.68.1","255.255.255.255","DHCP","343","DHCP ACK      - Transaction ID 0xbfa4507"
"2792","43.959084","172.27.68.249","255.255.255.255","UDP","554","9999  >  9999 Len=512"
"2793","43.959084","172.27.68.249","255.255.255.255","UDP","554","9999  >  9999 Len=512"
"2794","43.971205","fe80::9b5:12be:ba6:307d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2795","43.971205","172.27.69.95","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2796","43.984627","172.27.68.210","172.27.16.10","DNS","83","Standard query 0xab80 A configuration.apple.com"
"2797","43.984627","172.27.68.210","172.27.16.10","DNS","83","Standard query 0x652a HTTPS configuration.apple.com"
"2798","43.986034","172.27.16.10","172.27.68.210","DNS","275","Standard query response 0x652a HTTPS configuration.apple.com CNAME configuration.apple.com.akadns.net CNAME configuration.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net SOA n0dsce9.akamaiedge.net"
"2799","43.986034","172.27.16.10","172.27.68.210","DNS","548","Standard query response 0xab80 A configuration.apple.com CNAME configuration.apple.com.akadns.net CNAME configuration.apple.com.edgekey.net CNAME e673.dsce9.akamaiedge.net A 23.201.200.24 NS a12-192.akamaiedge.net NS ns3-194.akamaiedge.net NS a6-192.akamaiedge.net NS la1.akamaiedge.net NS a1-192.akamaiedge.net NS lar2.akamaiedge.net NS la3.akamaiedge.net NS a28-192.akamaiedge.net A 184.26.161.192 A 95.101.36.192 A 2.16.40.192 A 23.61.199.194 A 184.26.160.192 A 95.100.173.192 A 23.211.133.192 A 193.108.88.0 AAAA 2600:1406:32::c2"
"2800","43.995115","172.27.68.210","23.201.200.24","TCP","78","62411  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2576802544 TSecr=0 SACK_PERM"
"2801","44.002834","fe80::3ce6:8a1e:a88:9f5","ff02::1:2","DHCPv6","152","Solicit XID: 0x34ec2a CID: 000100012a4d907158112284b85f "
"2802","44.009285","fe80::9b5:12be:ba6:307d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2803","44.009285","172.27.69.95","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2804","44.027620","fe80::9b5:12be:ba6:307d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2805","44.027620","172.27.69.95","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2806","44.027620","fe80::9b5:12be:ba6:307d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2807","44.028443","172.27.69.95","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2808","44.031087","172.27.69.95","224.0.0.251","MDNS","76","Standard query 0x0000 ANY HP-BI9GHMF.local, ""QM"" question"
"2809","44.032232","172.27.69.95","224.0.0.251","MDNS","114","Standard query response 0x0000 AAAA fe80::9b5:12be:ba6:307d A 172.27.69.95"
"2810","44.032232","fe80::9b5:12be:ba6:307d","ff02::fb","MDNS","96","Standard query 0x0000 ANY HP-BI9GHMF.local, ""QM"" question"
"2811","44.033873","fe80::9b5:12be:ba6:307d","ff02::fb","MDNS","134","Standard query response 0x0000 AAAA fe80::9b5:12be:ba6:307d A 172.27.69.95"
"2812","44.041527","23.201.200.24","172.27.68.210","TCP","74","443  >  62411 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=318541798 TSecr=2576802544 WS=128"
"2813","44.043917","fe80::9b5:12be:ba6:307d","ff02::1:3","LLMNR","90","Standard query 0xffa8 ANY HP-BI9GHMF"
"2814","44.043917","172.27.69.95","224.0.0.252","LLMNR","70","Standard query 0xffa8 ANY HP-BI9GHMF"
"2815","44.044885","172.27.69.95","224.0.0.251","MDNS","76","Standard query 0x0000 ANY HP-BI9GHMF.local, ""QM"" question"
"2816","44.045399","172.27.68.210","23.201.200.24","TCP","66","62411  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=2576802595 TSecr=318541798"
"2817","44.045836","fe80::9b5:12be:ba6:307d","ff02::fb","MDNS","96","Standard query 0x0000 ANY HP-BI9GHMF.local, ""QM"" question"
"2818","44.045836","172.27.69.95","224.0.0.251","MDNS","114","Standard query response 0x0000 AAAA fe80::9b5:12be:ba6:307d A 172.27.69.95"
"2819","44.046463","172.27.68.210","23.201.200.24","TLSv1.3","583","Client Hello"
"2820","44.046957","fe80::9b5:12be:ba6:307d","ff02::fb","MDNS","134","Standard query response 0x0000 AAAA fe80::9b5:12be:ba6:307d A 172.27.69.95"
"2821","44.048771","172.27.69.95","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2822","44.048771","fe80::9b5:12be:ba6:307d","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2823","44.067994","D-LinkIn_23:7c:b5","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/a0:a3:f0:23:7c:a0  Cost = 0  Port = 0x8015"
"2824","44.070294","172.27.68.202","224.2.2.2","UDP","72","59616  >  8995 Len=30"
"2825","44.093172","23.201.200.24","172.27.68.210","TCP","66","443  >  62411 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=318541849 TSecr=2576802596"
"2826","44.093816","23.201.200.24","172.27.68.210","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"2827","44.093816","23.201.200.24","172.27.68.210","TCP","1514","443  >  62411 [PSH, ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=318541850 TSecr=2576802596 [TCP segment of a reassembled PDU]"
"2828","44.093816","23.201.200.24","172.27.68.210","TCP","1266","443  >  62411 [PSH, ACK] Seq=2897 Ack=518 Win=64768 Len=1200 TSval=318541850 TSecr=2576802596 [TCP segment of a reassembled PDU]"
"2829","44.095630","23.201.200.24","172.27.68.210","TCP","1514","443  >  62411 [ACK] Seq=4097 Ack=518 Win=64768 Len=1448 TSval=318541852 TSecr=2576802596 [TCP segment of a reassembled PDU]"
"2830","44.096826","172.27.68.210","23.201.200.24","TCP","66","62411  >  443 [ACK] Seq=518 Ack=4097 Win=127616 Len=0 TSval=2576802647 TSecr=318541850"
"2831","44.096908","172.27.68.210","23.201.200.24","TCP","66","[TCP Window Update] 62411  >  443 [ACK] Seq=518 Ack=4097 Win=131072 Len=0 TSval=2576802647 TSecr=318541850"
"2832","44.100296","172.27.68.210","23.201.200.24","TCP","66","62411  >  443 [ACK] Seq=518 Ack=5545 Win=129600 Len=0 TSval=2576802648 TSecr=318541852"
"2833","44.105396","142.250.183.138","172.27.68.210","UDP","184","443  >  57398 Len=142"
"2834","44.105396","142.250.183.138","172.27.68.210","UDP","78","443  >  57398 Len=36"
"2835","44.105396","142.250.183.138","172.27.68.210","UDP","321","443  >  57398 Len=279"
"2836","44.114531","172.27.68.210","142.250.183.138","UDP","75","57398  >  443 Len=33"
"2837","44.122772","172.27.68.210","142.250.183.138","UDP","314","57398  >  443 Len=272"
"2838","44.134657","172.27.71.165","255.255.255.255","DHCP","356","DHCP Request  - Transaction ID 0xe20e6125"
"2839","44.143514","23.201.200.24","172.27.68.210","TLSv1.3","1435","Application Data, Application Data, Application Data"
"2840","44.147791","172.27.68.210","23.201.200.24","TCP","66","62411  >  443 [ACK] Seq=518 Ack=6914 Win=129664 Len=0 TSval=2576802697 TSecr=318541900"
"2841","44.152085","142.250.183.138","172.27.68.210","UDP","74","443  >  57398 Len=32"
"2842","44.161931","172.27.68.210","142.250.183.138","UDP","75","57398  >  443 Len=33"
"2843","44.169334","172.27.68.210","23.201.200.24","TLSv1.3","146","Change Cipher Spec, Application Data"
"2844","44.169419","172.27.68.210","23.201.200.24","TLSv1.3","545","Application Data"
"2845","44.172229","172.27.70.234","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2846","44.173345","172.27.68.1","255.255.255.255","DHCP","343","DHCP ACK      - Transaction ID 0xe20e6125"
"2847","44.187782","172.27.71.165","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2848","44.189079","Cisco_48:70:63","Broadcast","ARP","60","Who has 172.27.68.186? Tell 172.27.68.1"
"2849","44.198444","172.27.71.165","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2850","44.198444","172.27.71.165","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2851","44.198444","172.27.71.165","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2852","44.200240","172.27.71.165","224.0.0.251","MDNS","80","Standard query 0x0000 ANY Rajanx-Desktop.local, ""QM"" question"
"2853","44.200240","172.27.71.165","224.0.0.251","MDNS","90","Standard query response 0x0000 A 172.27.71.165"
"2854","44.200500","172.27.71.165","224.0.0.252","LLMNR","74","Standard query 0xdd77 ANY Rajanx-Desktop"
"2855","44.200500","172.27.71.165","224.0.0.251","MDNS","80","Standard query 0x0000 ANY Rajanx-Desktop.local, ""QM"" question"
"2856","44.201324","172.27.71.165","224.0.0.251","MDNS","90","Standard query response 0x0000 A 172.27.71.165"
"2857","44.201324","172.27.71.164","224.2.2.2","UDP","72","60230  >  8995 Len=30"
"2858","44.210820","172.27.71.165","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2859","44.228700","23.201.200.24","172.27.68.210","TCP","66","443  >  62411 [ACK] Seq=6914 Ack=1077 Win=64256 Len=0 TSval=318541979 TSecr=2576802718"
"2860","44.228700","23.201.200.24","172.27.68.210","TLSv1.3","369","Application Data"
"2861","44.228700","23.201.200.24","172.27.68.210","TLSv1.3","369","Application Data"
"2862","44.229569","23.201.200.24","172.27.68.210","TLSv1.3","341","Application Data"
"2863","44.232520","172.27.68.210","23.201.200.24","TCP","66","62411  >  443 [ACK] Seq=1077 Ack=7795 Win=130176 Len=0 TSval=2576802782 TSecr=318541981"
"2864","44.266069","172.27.71.165","224.0.0.251","MDNS","107","Standard query response 0x0000 A, cache flush 172.27.71.165 NSEC, cache flush Rajanx-Desktop.local"
"2865","44.330678","172.27.72.67","172.27.69.14","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 64733  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2866","44.371017","172.27.70.170","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"2867","44.392132","172.27.69.103","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2868","44.407860","172.27.69.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2869","44.415229","142.250.183.138","172.27.68.210","UDP","150","443  >  57398 Len=108"
"2870","44.415758","172.27.68.210","142.250.183.138","UDP","81","57398  >  443 Len=39"
"2871","44.426954","172.27.68.210","172.27.16.10","TCP","66","33791  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2872","44.427097","172.27.68.210","172.27.16.10","TCP","66","33792  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2873","44.428895","172.27.16.10","172.27.68.210","TCP","66","53  >  33791 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"2874","44.428895","172.27.16.10","172.27.68.210","TCP","66","53  >  33792 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"2875","44.429007","172.27.68.210","172.27.16.10","TCP","54","33791  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"2876","44.429026","172.27.68.210","172.27.16.10","TCP","54","33792  >  53 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"2877","44.429180","172.27.68.210","172.27.16.10","TCP","56","33792  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"2878","44.429209","172.27.68.210","172.27.16.10","DNS","108","Standard query 0xe694 HTTPS functional.events.data.microsoft.com"
"2879","44.429243","172.27.68.210","172.27.16.10","TCP","56","33791  >  53 [PSH, ACK] Seq=1 Ack=1 Win=262656 Len=2 [TCP segment of a reassembled PDU]"
"2880","44.429259","172.27.68.210","172.27.16.10","DNS","108","Standard query 0xfe61 A functional.events.data.microsoft.com"
"2881","44.430010","172.27.16.10","172.27.68.210","TCP","60","53  >  33792 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"2882","44.430010","172.27.16.10","172.27.68.210","TCP","60","53  >  33792 [ACK] Seq=1 Ack=57 Win=29312 Len=0"
"2883","44.430010","172.27.16.10","172.27.68.210","TCP","60","53  >  33791 [ACK] Seq=1 Ack=3 Win=29312 Len=0"
"2884","44.430010","172.27.16.10","172.27.68.210","TCP","60","53  >  33791 [ACK] Seq=1 Ack=57 Win=29312 Len=0"
"2885","44.451156","142.250.183.138","172.27.68.210","UDP","68","443  >  57398 Len=26"
"2886","44.460332","172.27.16.10","172.27.68.210","DNS","282","Standard query response 0xe694 HTTPS functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus14.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"2887","44.460662","172.27.68.210","172.27.16.10","TCP","54","33792  >  53 [FIN, ACK] Seq=57 Ack=229 Win=262400 Len=0"
"2888","44.461635","172.27.16.10","172.27.68.210","TCP","60","53  >  33792 [FIN, ACK] Seq=229 Ack=58 Win=29312 Len=0"
"2889","44.461690","172.27.68.210","172.27.16.10","TCP","54","33792  >  53 [ACK] Seq=58 Ack=230 Win=262400 Len=0"
"2890","44.462409","172.27.16.10","172.27.68.210","DNS","384","Standard query response 0xfe61 A functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus14.eastus.cloudapp.azure.com A 20.42.65.90 NS ns2-39.azure-dns.net NS ns4-39.azure-dns.info NS ns3-39.azure-dns.org NS ns1-39.azure-dns.com A 150.171.10.39"
"2891","44.462642","172.27.68.210","172.27.16.10","TCP","54","33791  >  53 [FIN, ACK] Seq=57 Ack=331 Win=262400 Len=0"
"2892","44.462878","172.27.68.210","20.42.65.90","TCP","66","33793  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"2893","44.463625","172.27.16.10","172.27.68.210","TCP","60","53  >  33791 [FIN, ACK] Seq=331 Ack=58 Win=29312 Len=0"
"2894","44.463703","172.27.68.210","172.27.16.10","TCP","54","33791  >  53 [ACK] Seq=58 Ack=332 Win=262400 Len=0"
"2895","44.482298","172.27.70.198","224.2.2.2","UDP","72","57152  >  8995 Len=30"
"2896","44.492762","fe80::9b2c:5df0:d81e:14c7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2897","44.523905","fe80::9b2c:5df0:d81e:14c7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2898","44.523905","172.27.70.170","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"2899","44.526360","172.27.70.170","224.0.0.251","MDNS","75","Standard query 0x0000 ANY kunal\360\237\230\211.local, ""QM"" question"
"2900","44.528014","fe80::9b2c:5df0:d81e:14c7","ff02::fb","MDNS","95","Standard query 0x0000 ANY kunal\360\237\230\211.local, ""QM"" question"
"2901","44.529595","fe80::9b2c:5df0:d81e:14c7","ff02::1:3","LLMNR","89","Standard query 0x3c12 ANY kunal\360\237\230\211"
"2902","44.532119","172.27.70.170","224.0.0.252","LLMNR","69","Standard query 0x3c12 ANY kunal\360\237\230\211"
"2903","44.546274","172.27.70.170","224.0.0.251","MDNS","75","Standard query 0x0000 ANY kunal\360\237\230\211.local, ""QM"" question"
"2904","44.547531","fe80::9b2c:5df0:d81e:14c7","ff02::fb","MDNS","95","Standard query 0x0000 ANY kunal\360\237\230\211.local, ""QM"" question"
"2905","44.575467","172.27.68.127","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2906","44.585018","172.27.70.170","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"2907","44.585018","fe80::9b2c:5df0:d81e:14c7","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2908","44.602192","172.27.69.124","224.2.2.2","UDP","72","51117  >  8995 Len=30"
"2909","44.689049","172.27.71.240","224.2.2.2","UDP","72","50645  >  8995 Len=30"
"2910","44.702089","20.42.65.90","172.27.68.210","TCP","66","443  >  33793 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2911","44.702237","172.27.68.210","20.42.65.90","TCP","54","33793  >  443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
